statementId,fact,physical,literal language,positive,knowledge,everyday
1928,0,0,1,0,0,1
1929,0,0,1,0,0,1
1930,0,0,0,1,0,1
1931,0,0,1,0,0,1
1932,0,0,1,0,0,1
1933,0,0,1,0,0,1
1934,0,0,1,0,0,0
1935,0,0,1,0,0,1
1936,0,1,1,0,0,1
1937,0,0,1,0,0,0
1938,0,0,0,0,0,1
1939,0,0,1,0,0,1
1940,0,0,1,0,0,1
1941,0,0,1,0,0,0
1942,0,0,1,0,0,1
1943,0,0,0,0,1,1
1944,0,0,1,0,0,1
1945,0,0,1,0,0,1
1946,0,0,1,0,0,1
1947,0,0,1,0,0,1
1948,0,0,1,0,0,0
1949,0,0,1,0,0,1
1950,0,0,1,0,0,1
1951,0,0,1,0,0,1
1952,1,0,1,0,0,1
1953,0,0,1,0,0,1
1954,0,0,1,0,0,1
1955,0,0,1,0,0,1
1956,0,0,1,0,0,1
1957,0,0,1,0,0,1
1958,0,0,1,0,0,1
1959,0,0,1,0,0,1
1960,1,0,1,0,0,1
1961,0,0,1,0,1,1
1962,0,0,1,0,0,1
1963,0,0,1,0,0,1
1964,0,0,1,0,0,1
1965,1,1,1,1,1,1
1966,0,0,1,0,0,1
1967,0,0,1,0,0,1
1968,0,0,1,0,0,1
1969,0,0,0,1,0,0
1970,0,1,1,0,0,0
1971,0,0,1,0,0,1
1972,0,0,1,0,0,1
1973,0,0,1,0,1,1
1974,0,0,1,0,0,1
1975,1,0,1,1,0,1
1976,0,0,0,0,0,0
1977,1,0,1,0,1,1
1978,0,0,0,0,0,1
1979,0,0,1,0,0,1
1980,0,0,1,0,0,1
1981,0,0,1,0,0,0
1982,0,0,1,0,0,1
1983,0,1,1,0,0,0
1984,1,0,1,1,0,1
1985,0,0,1,0,0,1
1986,0,0,1,0,0,1
1987,1,1,1,1,0,1
1988,0,0,1,0,0,1
1989,0,0,1,0,0,1
1990,0,0,1,0,0,1
1991,0,0,1,0,0,1
1992,0,0,0,0,0,1
1993,0,0,1,0,0,1
1994,0,0,1,0,0,1
1995,0,0,1,0,0,1
1996,0,0,1,0,0,1
1997,0,0,1,0,0,1
1998,0,0,1,0,0,1
1999,0,0,1,0,0,1
2000,0,0,1,0,0,1
2001,0,0,0,0,0,1
2002,0,0,1,0,0,1
2003,0,0,1,0,0,1
2004,1,1,1,0,0,1
2005,0,0,1,0,0,0
2006,0,0,1,0,0,1
2007,0,0,1,0,0,1
2008,1,1,1,1,0,1
2009,1,1,1,1,0,1
2010,0,0,0,0,0,0
2011,0,0,1,0,0,0
2012,0,0,1,0,0,0
2013,1,1,1,1,1,1
2014,0,0,1,0,0,1
2015,1,0,0,0,0,1
2016,0,0,1,0,0,1
2017,0,0,1,0,0,1
2018,0,0,1,0,0,0
2019,0,0,1,0,0,1
2020,0,1,1,0,0,0
2021,1,1,1,1,1,1
2022,1,0,1,1,0,1
2023,0,0,1,0,0,1
2024,0,0,1,0,0,1
2025,1,1,1,1,1,1
2026,0,0,1,0,0,1
2027,1,0,1,0,0,0
2028,0,0,1,0,0,1
2029,0,0,1,0,0,1
2030,0,0,1,0,0,1
2031,0,0,1,1,0,0
2032,0,0,1,0,0,1
2033,0,0,1,0,0,1
2034,0,0,1,0,0,1
2035,0,0,1,0,1,1
2036,0,0,1,0,0,1
2037,0,0,1,0,0,1
2038,0,0,1,0,0,1
2039,0,0,1,0,0,1
2040,0,0,1,0,0,1
2041,0,0,1,1,1,1
2042,1,0,1,0,0,1
2043,0,1,1,0,1,0
2044,0,0,0,0,0,1
2045,1,0,1,0,0,1
2046,0,0,1,0,1,1
2047,0,0,1,0,0,1
2048,1,0,1,1,0,1
2049,0,0,1,0,0,1
2050,0,0,1,0,0,1
2051,0,0,1,0,0,1
2052,0,0,1,0,0,1
2053,0,0,1,0,0,1
2054,0,0,1,0,0,1
2055,0,0,1,0,0,1
2056,0,0,1,0,0,1
2057,0,0,1,0,1,1
2058,1,1,1,1,1,1
2059,0,0,1,0,0,1
2060,0,0,1,1,1,0
2061,0,0,1,0,0,1
2062,0,0,1,0,0,1
2063,0,0,1,0,0,1
2064,0,0,1,0,0,1
2065,0,0,1,0,0,0
2066,0,0,1,0,0,1
2067,0,0,1,0,0,1
2068,0,0,1,0,0,1
2069,0,0,1,0,1,1
2070,0,0,1,0,0,1
2071,0,0,1,0,1,1
2072,0,0,1,0,0,1
2073,0,0,1,0,0,1
2074,0,0,1,0,0,1
2075,0,0,1,0,0,1
2076,0,0,1,0,0,1
2077,0,0,1,0,0,1
2078,0,0,1,0,0,1
2079,1,0,1,0,0,1
2080,0,0,1,0,0,1
2081,0,0,1,0,0,1
2082,1,0,1,0,1,1
2083,0,0,1,0,0,1
2084,0,1,1,0,1,1
2085,0,0,1,0,0,1
2086,0,0,1,0,0,0
2087,0,0,1,0,1,0
2088,0,0,1,0,0,1
2089,0,0,1,0,0,1
2090,0,0,1,0,0,1
2091,0,0,1,0,0,1
2092,0,0,1,0,0,1
2093,0,0,1,0,0,1
2094,0,0,0,0,0,1
2095,0,1,1,0,0,1
2096,0,0,1,0,0,1
2097,0,0,1,0,0,1
2098,0,0,1,0,0,1
2099,1,0,1,0,0,1
2100,0,0,1,0,0,1
2101,0,0,1,0,0,0
2102,1,1,1,0,1,1
2103,0,0,1,0,1,1
2104,0,0,1,0,0,1
2105,0,0,1,0,0,1
2106,0,0,1,0,1,1
2107,0,0,1,0,0,1
2108,0,0,1,0,0,1
2109,0,0,1,0,0,1
2110,0,0,1,0,0,1
2111,0,0,1,0,0,1
2112,0,0,1,0,0,1
2113,0,0,1,0,0,1
2114,0,0,1,0,0,1
2115,0,0,1,0,0,1
2116,0,0,1,0,0,1
2117,0,0,1,0,0,1
2118,0,0,1,0,0,1
2119,1,1,1,0,0,0
2120,1,1,1,1,0,0
2121,0,0,1,0,0,1
2122,0,0,1,0,1,1
2123,0,0,1,1,0,1
2124,1,1,1,1,0,1
2125,0,0,1,0,0,1
2126,0,0,1,0,0,1
2127,0,0,1,0,0,1
2128,0,0,1,0,0,1
2129,0,0,1,0,0,0
2130,0,0,1,0,0,1
2131,0,0,1,0,1,1
2132,0,0,1,0,0,1
2133,0,0,1,0,0,0
2134,0,0,1,0,1,1
2135,1,0,1,0,0,0
2136,1,0,1,0,0,1
2137,1,0,1,0,0,1
2138,0,0,1,0,0,1
2139,0,0,1,0,0,0
2140,1,0,1,0,1,1
2141,1,0,1,0,1,1
2142,0,0,1,0,0,1
2143,0,1,1,0,1,0
2144,0,1,1,0,0,0
2145,1,0,1,0,1,1
2146,1,0,1,0,1,1
2147,0,0,1,0,0,1
2148,0,0,1,0,0,1
2149,1,0,1,0,0,1
2150,0,0,1,0,1,1
2151,0,0,1,0,0,1
2152,1,0,1,0,0,0
2153,0,0,1,0,0,1
2154,1,0,1,0,1,1
2155,0,0,1,0,0,1
2156,0,0,1,0,0,1
2157,0,0,1,0,0,1
2158,0,1,1,0,0,0
2159,0,0,1,0,0,0
2160,0,0,1,0,0,1
2161,0,0,1,0,0,1
2162,0,0,1,0,0,1
2163,0,0,1,0,0,1
2164,0,0,0,1,0,0
2165,0,0,1,0,0,1
2166,0,0,1,0,0,1
2167,0,0,1,0,0,1
2168,0,0,1,0,0,1
2169,1,1,1,0,1,1
2170,1,0,1,0,0,1
2171,0,0,1,0,0,1
2172,0,0,1,0,0,1
2173,0,0,1,0,0,0
2174,1,0,1,0,0,1
2175,0,0,1,0,0,1
2176,0,1,1,0,0,1
2177,0,0,1,0,0,1
2178,0,0,1,0,0,1
2179,0,1,1,0,0,0
2180,0,0,1,0,0,1
2181,0,0,1,0,0,1
2182,0,0,1,0,1,1
2183,0,0,1,0,0,1
2184,0,0,0,0,1,1
2185,0,0,0,0,0,1
2186,0,0,1,0,0,1
2187,1,1,1,0,0,1
2188,0,0,1,0,0,1
2189,0,0,1,0,1,1
2190,1,1,1,0,1,1
2191,0,0,1,0,0,1
2192,0,0,1,0,0,1
2193,0,0,1,0,0,0
2194,0,0,1,0,0,1
2195,0,0,1,0,0,1
2196,0,0,1,1,1,1
2197,0,0,1,0,1,0
2198,1,1,1,0,0,0
2199,0,0,0,0,0,0
2200,0,0,1,0,0,1
2201,1,0,1,1,0,1
2202,0,0,1,0,0,1
2203,0,0,1,0,0,1
2204,0,0,1,0,0,1
2205,0,0,1,0,0,1
2206,0,0,1,0,0,1
2207,0,0,1,0,0,0
2208,0,0,0,0,1,0
2209,1,1,1,1,0,0
2210,1,1,0,1,1,0
2211,0,1,1,0,0,1
2212,0,0,1,0,0,1
2213,0,0,1,0,0,1
2214,1,1,0,1,0,0
2215,1,1,1,0,0,0
2216,1,1,0,0,1,0
2217,0,0,1,0,0,0
2218,0,1,1,1,0,0
2219,0,0,1,0,0,1
2220,0,0,1,0,1,1
2221,1,0,1,1,0,0
2222,0,0,0,0,0,1
2223,1,1,1,1,1,0
2224,1,1,1,0,1,1
2225,0,0,1,0,1,0
2226,0,0,1,0,0,1
2227,0,0,1,0,0,1
2228,0,0,1,0,0,0
2229,0,0,0,0,0,0
2230,0,1,0,1,0,0
2231,0,0,1,0,0,0
2232,0,0,0,0,0,0
2233,0,0,1,1,0,0
2234,0,0,0,0,0,0
2235,1,0,1,1,0,1
2236,0,0,0,0,0,1
2237,0,0,0,0,0,0
2238,0,0,1,0,0,1
2239,1,1,1,1,1,0
2240,0,1,1,0,0,1
2241,1,1,1,1,0,0
2242,0,0,1,0,0,0
2243,0,0,1,0,1,1
2244,0,0,1,0,0,1
2245,0,0,0,0,0,1
2246,0,1,1,1,1,1
2247,0,0,1,0,0,1
2248,1,1,1,1,1,1
2249,0,0,0,0,0,0
2250,1,1,1,1,0,0
2251,0,0,1,0,0,1
2252,0,0,0,0,0,0
2253,0,1,1,0,0,1
2254,1,0,1,1,0,1
2255,0,1,1,1,1,0
2256,1,0,1,0,1,1
2257,1,0,1,0,0,1
2258,0,0,1,0,0,1
2259,1,1,0,0,0,1
2260,1,0,1,0,0,1
2261,0,1,1,1,0,1
2262,1,0,1,1,1,1
2263,0,0,0,0,0,1
2264,0,0,1,0,1,1
2265,1,0,0,0,1,0
2266,1,1,1,1,1,1
2267,0,0,0,0,0,0
2268,1,1,1,1,1,1
2269,0,1,1,1,0,0
2270,0,0,0,0,0,0
2271,1,0,0,1,0,1
2272,1,1,1,0,0,1
2273,0,0,1,0,0,0
2274,0,0,0,0,1,0
2275,1,1,1,1,1,0
2276,0,0,1,0,0,1
2277,1,0,1,1,1,1
2278,1,1,0,0,1,1
2279,1,0,1,1,1,1
2280,0,0,0,1,0,0
2281,1,1,0,1,0,0
2282,1,1,1,0,0,1
2283,1,1,1,0,1,0
2284,0,0,1,1,0,1
2285,1,1,1,1,1,0
2286,1,1,1,0,1,1
2287,1,1,1,1,1,1
2288,1,0,1,0,1,1
2289,1,0,1,0,0,1
2290,0,0,1,0,1,0
2291,0,0,1,0,0,1
2292,1,1,1,0,0,1
2293,1,1,1,0,1,1
2294,0,0,1,1,0,1
2295,0,0,1,0,1,1
2296,0,1,1,1,0,1
2297,0,0,1,0,0,1
2298,0,1,1,0,1,1
2299,1,0,1,0,0,1
2300,1,1,1,0,0,1
2301,0,0,1,0,0,1
2302,1,1,1,1,0,1
2303,0,0,1,0,0,1
2304,1,0,1,0,0,1
2305,1,1,1,0,1,1
2306,0,0,1,0,0,1
2307,0,0,1,0,1,1
2308,1,0,1,1,1,1
2309,0,0,1,0,0,1
2310,0,0,1,0,0,1
2311,0,0,1,0,1,1
2312,1,0,1,0,0,1
2313,0,0,1,0,1,1
2314,1,1,1,1,0,1
2315,1,0,1,1,1,1
2316,0,0,1,1,1,1
2317,1,0,1,0,0,1
2318,1,1,1,1,0,1
2319,0,0,1,1,0,1
2320,0,0,1,0,0,1
2321,0,1,1,0,1,1
2322,1,0,1,1,0,1
2323,0,0,1,0,1,1
2324,1,1,1,0,1,1
2325,1,1,1,1,1,1
2326,0,0,0,0,0,1
2327,1,0,1,1,1,1
2328,0,0,1,0,0,1
2329,0,0,1,0,1,1
2330,1,1,1,1,1,1
2331,1,1,1,1,0,0
2332,1,0,1,0,0,0
2333,1,1,1,0,1,1
2334,1,1,1,0,1,0
2335,0,0,0,0,0,0
2336,1,0,1,0,1,1
2337,0,0,0,0,0,0
2338,0,0,0,1,0,0
2339,0,0,1,0,1,0
2340,0,0,1,0,0,0
2341,1,1,1,1,0,1
2342,0,0,1,0,1,1
2343,0,0,0,0,0,0
2344,0,0,0,0,0,1
2345,0,0,1,0,0,1
2346,0,0,0,0,0,1
2347,0,0,0,0,0,0
2348,0,0,0,0,0,0
2349,0,0,0,0,0,0
2350,1,0,1,1,0,0
2351,0,0,1,0,1,0
2352,1,0,1,1,0,0
2353,1,0,1,1,0,0
2354,1,1,1,1,1,1
2355,1,1,0,0,0,0
2356,1,1,1,1,1,1
2357,0,0,1,0,0,1
2358,1,0,1,0,0,0
2359,0,1,1,1,0,0
2360,1,0,1,1,0,0
2361,1,0,1,0,1,1
2362,0,1,1,1,1,0
2363,1,1,1,0,0,1
2364,0,0,1,0,0,0
2365,1,1,1,1,1,0
2366,1,1,1,1,0,0
2367,1,1,0,1,0,1
2368,1,1,1,1,0,0
2369,0,1,1,1,1,0
2370,0,0,1,0,0,1
2371,1,0,1,0,0,0
2372,1,1,0,1,0,1
2373,0,1,1,1,0,0
2374,0,0,0,0,0,1
2375,0,1,0,0,1,0
2376,1,1,0,1,0,0
2377,1,1,1,1,0,1
2378,0,0,1,0,0,0
2379,1,1,1,1,0,0
2380,0,0,0,0,0,0
2381,0,1,1,0,0,0
2382,0,0,0,0,0,1
2383,0,0,0,0,0,0
2384,0,0,0,0,0,0
2385,0,1,0,0,1,1
2386,0,0,0,0,0,1
2387,0,0,0,1,0,1
2388,1,1,1,1,1,1
2389,1,1,1,1,1,1
2390,0,1,0,0,0,0
2391,1,1,0,0,0,0
2392,0,0,1,0,1,1
2393,1,1,1,1,1,0
2394,0,0,0,0,0,0
2395,0,0,1,0,0,0
2396,0,0,1,0,0,0
2397,1,1,1,1,1,1
2398,0,0,1,0,0,1
2399,1,1,1,1,0,1
2400,0,0,1,0,0,0
2401,0,0,0,0,0,0
2402,0,1,0,1,0,1
2403,0,1,1,1,0,0
2404,1,1,0,0,1,1
2405,0,0,1,0,0,0
2406,1,1,1,1,0,0
2407,0,1,0,0,0,0
2408,0,0,0,0,0,0
2409,0,0,1,0,1,1
2410,1,1,1,1,0,1
2411,0,0,0,0,0,1
2412,1,1,1,1,1,1
2413,0,0,0,0,1,1
2414,1,1,1,1,0,0
2415,0,0,0,0,1,0
2416,0,0,0,0,0,0
2417,1,1,1,0,0,0
2418,0,0,0,0,1,0
2419,0,0,1,0,0,1
2420,1,0,1,1,0,1
2421,1,0,1,0,1,1
2422,0,0,1,0,0,0
2423,1,1,1,0,1,0
2424,0,0,1,0,0,1
2425,0,0,0,0,0,0
2426,0,0,0,0,0,1
2427,1,0,1,0,0,1
2428,1,0,1,1,0,0
2429,0,0,1,0,1,0
2430,1,1,1,1,0,0
2431,0,0,1,0,1,0
2432,1,1,1,1,1,1
2433,0,0,0,0,0,0
2434,1,1,0,0,0,0
2435,0,0,1,0,1,1
2436,0,0,0,0,1,0
2437,0,1,0,0,0,0
2438,0,1,0,1,0,0
2439,1,1,1,1,0,0
2440,0,1,1,0,1,0
2441,1,1,1,1,0,1
2442,0,1,1,0,1,1
2443,0,0,1,0,0,0
2444,0,0,0,0,1,1
2445,1,1,1,1,0,1
2446,0,0,0,0,1,0
2447,0,0,1,0,1,0
2448,1,0,1,0,0,1
2449,0,1,1,1,0,0
2450,0,0,1,0,0,0
2451,0,0,0,0,0,0
2452,1,0,1,1,1,1
2453,1,1,0,1,0,1
2454,0,0,1,0,1,0
2455,1,0,1,1,0,1
2456,0,0,1,0,1,1
2457,0,0,1,0,1,0
2458,1,1,0,0,1,1
2459,0,0,1,0,0,0
2460,0,0,1,0,0,1
2461,0,1,1,0,0,0
2462,1,0,1,0,1,1
2463,0,0,1,0,1,0
2464,0,0,1,0,0,1
2465,0,0,1,1,0,0
2466,0,0,1,0,0,0
2467,0,0,0,1,0,1
2468,0,0,1,1,0,1
2469,0,0,1,0,1,1
2470,1,1,1,1,1,0
2471,1,1,1,1,0,1
2472,1,0,1,1,1,1
2473,1,1,1,0,0,0
2474,0,0,1,0,0,0
2475,0,1,0,1,0,0
2476,1,1,1,0,0,1
2477,1,1,1,1,0,0
2478,0,0,0,1,0,0
2479,0,0,0,0,0,1
2480,0,0,1,0,0,1
2481,1,1,1,1,0,0
2482,1,1,1,1,0,0
2483,1,1,0,0,0,0
2484,1,0,1,0,0,1
2485,1,0,1,0,0,1
2486,0,0,1,0,1,1
2487,0,0,0,0,0,0
2488,0,0,1,0,0,1
2489,0,1,0,0,0,0
2490,1,0,1,0,0,1
2491,0,0,0,0,0,0
2492,1,0,0,1,0,1
2493,0,0,1,0,0,0
2494,0,0,1,0,1,0
2495,0,0,0,0,1,0
2496,1,1,0,0,0,1
2497,0,0,1,0,1,1
2498,0,0,1,0,1,1
2499,0,1,1,0,0,1
2500,1,0,0,0,0,1
2501,1,1,1,1,1,1
2502,0,0,0,0,0,1
2503,1,0,1,0,0,1
2504,1,1,1,0,0,0
2505,0,0,0,0,1,0
2506,0,0,0,0,1,1
2507,0,1,1,0,0,0
2508,0,0,1,0,0,0
2509,0,0,1,1,0,0
2510,0,1,1,0,1,0
2511,0,0,1,0,0,0
2512,0,1,1,0,1,0
2513,0,0,0,0,1,0
2514,0,0,1,0,1,0
2515,0,0,1,0,0,1
2516,0,0,1,0,1,1
2517,1,0,1,0,0,1
2518,1,1,1,0,0,0
2519,1,1,1,1,0,0
2520,0,0,0,1,0,1
2521,0,0,1,0,0,1
2522,0,0,1,0,1,1
2523,1,1,1,0,0,0
2524,0,0,1,1,0,0
2525,1,1,1,1,1,1
2526,0,0,1,0,1,0
2527,0,0,1,0,0,0
2528,0,1,0,1,0,0
2529,0,0,1,0,0,0
2530,0,0,1,0,0,0
2531,0,0,1,1,0,0
2532,1,1,1,0,1,1
2533,0,0,1,0,0,0
2534,0,0,0,0,1,0
2535,0,0,0,0,1,0
2536,0,1,1,0,1,0
2537,1,0,1,0,0,0
2538,0,0,0,1,1,0
2539,0,0,1,0,0,0
2540,1,1,1,1,1,1
2541,0,0,0,0,0,0
2542,0,0,1,0,1,1
2543,0,0,0,0,1,0
2544,1,0,0,0,1,0
2545,1,1,1,0,0,1
2546,0,0,1,0,1,1
2547,0,1,1,0,0,0
2548,1,1,1,1,0,0
2549,1,0,1,1,1,0
2550,1,0,1,1,1,1
2551,0,0,1,0,1,1
2552,1,1,1,0,0,0
2553,0,0,1,0,1,1
2554,0,1,1,0,0,0
2555,0,0,1,0,0,1
2556,0,0,0,0,0,1
2557,0,0,0,0,1,0
2558,0,0,0,1,1,1
2559,0,0,0,1,1,1
2560,0,0,1,0,0,1
2561,1,0,1,1,1,1
2562,0,0,1,0,0,0
2563,0,0,0,0,1,1
2564,0,0,1,0,1,1
2565,0,0,0,1,1,1
2566,0,0,0,0,0,1
2567,0,0,1,1,1,0
2568,0,0,1,0,1,0
2569,0,0,1,0,1,1
2570,0,0,1,0,0,0
2571,0,0,1,0,1,0
2572,0,0,1,0,0,1
2573,0,0,0,0,0,1
2574,0,0,1,1,1,1
2575,0,0,1,0,0,1
2576,0,0,0,0,0,0
2577,0,0,1,0,0,0
2578,0,0,0,0,0,1
2579,0,0,0,0,0,0
2580,0,0,1,0,0,0
2581,1,0,1,0,1,1
2582,0,0,1,0,1,1
2583,0,0,1,0,1,0
2584,1,0,1,0,1,0
2585,1,1,1,1,1,0
2586,0,0,0,0,0,1
2587,1,1,1,0,1,0
2588,0,0,0,0,1,0
2589,0,0,1,0,1,0
2590,0,0,1,0,1,1
2591,0,1,1,0,1,0
2592,0,1,0,1,0,0
2593,1,0,1,1,0,1
2594,1,1,1,0,1,1
2595,0,0,1,1,1,0
2596,0,1,1,1,0,0
2597,1,1,1,1,1,0
2598,0,0,1,0,1,1
2599,1,1,1,0,1,0
2600,0,0,1,0,0,1
2601,1,1,1,0,0,0
2602,1,0,1,0,0,1
2603,1,1,1,0,1,0
2604,0,0,1,0,1,1
2605,0,1,1,0,1,1
2606,1,0,1,0,0,1
2607,0,1,1,1,0,0
2608,0,0,0,0,0,1
2609,0,0,1,1,0,1
2610,0,1,0,1,0,1
2611,1,1,1,0,0,1
2612,0,1,1,0,1,1
2613,1,0,0,1,0,0
2614,1,1,0,0,1,1
2615,1,1,1,1,1,1
2616,1,0,1,0,0,0
2617,1,1,1,0,1,0
2618,0,0,1,0,1,1
2619,0,0,0,0,1,1
2620,1,1,1,1,1,0
2621,1,0,1,0,1,1
2622,0,0,0,0,0,1
2623,1,1,1,0,0,1
2624,0,1,1,0,1,1
2625,0,0,0,0,1,0
2626,1,1,0,1,0,0
2627,1,0,1,1,1,0
2628,0,0,1,0,1,1
2629,0,0,1,1,0,0
2630,0,1,1,1,0,0
2631,1,0,1,0,0,1
2632,1,1,1,0,1,1
2633,0,0,1,0,1,0
2634,0,0,0,0,0,0
2635,0,0,0,0,0,0
2636,1,1,1,1,1,1
2637,1,1,1,1,0,1
2638,0,0,0,0,0,0
2639,1,1,1,1,1,1
2640,0,0,1,0,1,0
2641,0,0,0,0,1,1
2642,0,0,1,0,0,1
2643,0,1,0,0,1,0
2644,0,0,1,0,1,1
2645,0,0,1,0,0,1
2646,0,1,1,0,1,1
2647,1,1,0,1,1,1
2648,1,0,1,0,1,0
2649,0,0,1,0,0,1
2650,1,1,1,1,1,1
2651,1,1,1,1,0,0
2652,1,0,0,0,0,0
2653,1,0,0,0,1,1
2654,0,0,0,0,0,1
2655,0,0,1,0,0,1
2656,0,0,1,0,0,0
2657,0,0,1,0,1,1
2658,0,0,1,0,0,0
2659,0,1,1,0,1,0
2660,0,0,1,0,1,0
2661,0,1,0,1,1,1
2662,1,0,1,1,1,0
2663,1,0,1,1,1,1
2664,0,0,1,0,0,0
2665,0,0,0,0,1,0
2666,0,1,1,1,0,0
2667,1,1,1,0,1,1
2668,1,1,1,1,1,1
2669,0,0,1,1,1,1
2670,0,0,0,1,1,1
2671,0,0,1,0,1,1
2672,0,0,0,0,0,1
2673,1,0,1,0,1,1
2674,0,1,1,1,1,0
2675,0,0,1,0,0,1
2676,0,1,1,1,0,0
2677,0,0,1,1,1,1
2678,1,0,1,1,1,1
2679,0,0,1,0,1,1
2680,0,0,0,0,0,1
2681,1,1,1,1,1,1
2682,0,0,1,1,0,0
2683,0,0,1,0,0,1
2684,0,1,1,0,0,1
2685,0,0,1,0,0,1
2686,1,0,1,0,0,1
2687,0,0,1,0,0,1
2688,0,0,1,0,0,1
2689,0,0,1,0,0,1
2690,0,0,0,0,1,0
2691,0,0,1,0,1,1
2692,0,0,1,0,0,1
2693,0,0,1,0,0,0
2694,1,0,0,1,0,0
2695,0,0,1,0,1,1
2696,0,0,1,0,1,0
2697,0,0,0,0,1,1
2698,1,1,0,0,0,1
2699,0,0,1,0,0,0
2700,1,0,1,1,1,1
2701,0,0,0,1,1,1
2702,0,0,1,0,1,1
2703,0,0,1,0,0,0
2704,0,0,1,0,0,0
2705,1,0,1,0,1,0
2706,0,0,0,0,1,1
2707,0,0,0,1,0,0
2708,0,0,0,0,0,0
2709,0,0,0,0,0,1
2710,0,0,0,0,1,0
2711,0,0,1,0,0,0
2712,0,0,0,0,1,1
2713,0,0,0,0,1,0
2714,0,1,1,0,0,0
2715,0,0,1,0,0,0
2716,1,0,1,0,1,1
2717,1,0,1,0,1,1
2718,0,0,1,0,1,1
2719,1,0,0,0,1,0
2720,0,1,1,1,0,0
2721,0,0,1,0,0,1
2722,1,0,1,0,0,0
2723,0,0,0,0,0,0
2724,0,0,1,0,0,0
2725,0,0,0,0,0,0
2726,1,1,1,1,1,0
2727,0,0,1,0,1,0
2728,1,0,0,0,0,0
2729,1,1,0,0,0,1
2730,0,0,1,0,0,1
2731,0,0,1,0,1,0
2732,0,0,1,0,1,1
2733,0,0,0,0,0,0
2734,1,1,1,1,0,1
2735,0,0,1,0,1,1
2736,0,0,0,0,1,1
2737,0,0,1,0,0,0
2738,0,0,1,0,1,1
2739,0,0,1,0,1,0
2740,0,0,1,0,1,0
2741,0,1,0,1,0,0
2742,0,0,1,1,1,0
2743,1,1,1,1,0,1
2744,1,1,1,0,0,1
2745,0,1,0,0,1,0
2746,1,1,0,1,1,0
2747,1,0,0,1,0,0
2748,0,0,0,0,0,1
2749,0,0,1,0,0,1
2750,0,0,1,0,0,0
2751,1,1,1,1,1,0
2752,1,1,0,0,1,0
2753,0,0,0,0,1,0
2754,0,0,0,0,0,0
2755,1,1,1,1,1,0
2756,0,1,1,0,1,1
2757,1,0,1,0,1,1
2758,1,1,1,1,1,1
2759,1,1,1,1,1,1
2760,1,1,1,1,1,1
2761,1,1,1,1,1,1
2762,1,0,1,1,0,1
2763,0,0,1,0,1,0
2764,1,0,1,0,1,1
2765,0,0,1,0,1,1
2766,0,0,0,0,0,0
2767,1,0,1,0,1,1
2768,0,0,1,0,1,0
2769,0,1,1,0,0,1
2770,0,1,1,0,0,0
2771,1,0,1,0,0,1
2772,0,0,0,0,0,0
2773,1,1,1,0,1,0
2774,1,0,1,0,0,1
2775,0,0,1,0,0,1
2776,0,0,1,0,0,1
2777,1,1,1,0,0,0
2778,0,0,1,0,1,0
2779,1,1,1,0,0,1
2780,0,0,1,0,0,1
2781,0,0,0,0,1,0
2782,1,1,1,1,1,1
2783,0,0,0,0,1,0
2784,0,1,1,1,0,0
2785,1,1,1,1,1,1
2786,0,0,1,0,1,0
2787,0,0,0,0,0,0
2788,1,1,1,0,0,1
2789,0,0,1,0,0,1
2790,1,0,1,1,0,1
2791,1,1,1,1,1,1
2792,1,1,1,1,1,1
2793,0,0,1,0,1,1
2794,0,0,1,0,1,0
2795,0,0,1,0,1,0
2796,1,1,1,0,1,1
2797,1,1,1,1,0,0
2798,0,0,0,0,0,0
2799,0,0,1,0,1,1
2800,0,0,1,0,1,1
2801,1,1,1,0,0,0
2802,0,0,1,1,0,1
2803,0,0,1,0,0,0
2804,0,0,0,0,0,1
2805,0,0,1,0,0,1
2806,0,1,0,1,0,0
2807,1,1,1,1,1,1
2808,1,1,1,0,1,0
2809,0,0,0,0,0,0
2810,0,0,1,0,1,1
2811,1,1,1,1,0,1
2812,1,1,1,1,1,1
2813,0,0,1,0,1,1
2814,0,0,1,0,1,1
2815,0,0,0,0,0,1
2816,0,0,1,0,1,1
2817,0,0,1,0,1,1
2818,0,1,1,1,0,1
2819,1,1,1,1,1,1
2820,1,1,1,0,0,0
2821,1,1,1,1,1,0
2822,0,0,1,0,1,1
2823,0,0,1,0,0,1
2824,1,1,1,0,0,1
2825,0,0,1,0,1,1
2826,0,1,0,1,1,1
2827,0,1,1,1,0,1
2828,0,1,1,1,0,1
2829,1,0,1,0,0,1
2830,1,1,1,1,1,1
2831,1,1,1,1,0,0
2832,0,0,1,0,1,1
2833,0,0,1,0,0,0
2834,0,0,0,0,1,0
2835,0,1,1,0,0,0
2836,1,1,1,1,0,1
2837,0,0,1,0,0,1
2838,0,0,0,0,0,1
2839,1,1,1,1,0,0
2840,0,0,1,0,1,1
2841,0,1,0,1,0,1
2842,1,1,1,1,0,0
2843,0,0,0,0,0,0
2844,1,1,1,1,0,0
2845,1,1,1,1,0,1
2846,0,0,1,0,1,1
2847,1,1,1,1,0,0
2848,1,1,1,1,0,0
2849,1,1,1,0,1,0
2850,1,0,0,0,0,1
2851,0,0,1,1,1,1
2852,0,0,1,0,1,1
2853,1,0,1,1,0,0
2854,0,1,1,1,1,1
2855,0,0,1,1,0,1
2856,0,0,1,0,1,1
2857,0,1,0,0,1,1
2858,0,0,1,0,1,1
