,crt,rme,demo,iter,diff-crt,num-crt-matches,diff-rme,num-rme-matches
6149,d_CVN96fBKXIJRknW3XpMA93eUJkUoNP,rpKJuaIST45k2PP90KvJIHC9lqHKLxkP,iVYoJ9XvT1_mIZooAI0e5zReI6L6GluW,1,0.124,5,0.145,5
6150,Dv5P_nGh9MZ_bocpZ0EzU0PsxvkcEonb,t7gKGsb79wyEHC5T7bxjQRMqFWD09eVt,r4kKpmibF0vkc78FNlVo9lHGwmQZAv4p,1,0.357,2,0.145,2
6151,sTWeIHxI_mMR6l1TKvOddEGBe53spQQa,ZUeNcX2jpqIEJ5NSC9gtVAgoT9DSXuU_,uVhekd8eLJiHjBaOE8QhwUgkE8tvvB-2,1,0.386,1,0.145,1
6152,22PewqGnrrFjnrIXvTf0zBzZJV17HD4k,y5wxpUJEDO1wqPy-ANpDP9SWHFiTfS_q,0i3cje2gMLJSOZovo9AqK27HnxtRmGXN,1,0.406,1,0.145,1
6153,T-Qa2zxahpy_cuIEyZ-Q5VLUgngarJ05,yb1-xkjC79T7pgMfkXFWgdZCOSPwLAwp,B7HsfYb7jA-QfS6W2cRyDirlHLyK_3NA,1,0.737,1,0.145,1
6154,U5jPxVb6HTOBXTjY6NGzgFDXif8-5pta,4ZQ0SXarfsmkrQNJOcz_-4j9nWt3V0jP,03VO63wOWmVZHXBInEwcC4yL85RYOVqY,1,0.306,4,0.145,4
6155,pj98abyof8gUAq9xEY39dbxwEl49tWrW,ranhxvxbPK48Xgp0bGsqp0OtkQTHwxuH,A9aMm6MBXCJHgbF6HGQsyzOntJYg1MII,1,0.15,2,0.145,2
6156,P9tYpnCgigf6PkauCuh2yS_9p6ScNdTN,YUt76rNEnlz2-6HuzyD9pgJsDzbFX1TE,nz5Wc5ktX9PHKrApnGnA2XkEhGWMpYM6,1,0.127,2,0.145,2
6157,dm-UCVqr2lligMryphTBZ5I6s54qdnV6,ppzutCWLCiK28aoj4l4d3ps-LiFGzCuT,rNPcRa0XUtXyyVTBxkiKVZ74JTccbMbE,1,0.318,3,0.145,2
6158,YBiS10ZL2E4cJBXpKO7exysr_dZ1aRyS,Z2154bAxAMbOSTFHGR-K3F1vt2_DCZAT,-BCBRS7jLgAIof1EUU34AOCCVjT4s2g6,1,0.264,2,0.145,2
6159,j2PrNYzBz7vRlk-ozVJ_zlLnuQiBiKbd,LIChXXHiIIo9RmeOPSIP0SLFAUwmXIW9,B4dz-Vr9074EvLHFk0XgSac77yBSxnH0,1,0.662,4,0.145,3
6160,bvmKaJfG5v5BqdQ1n_vxViwovXF-Joud,iCknxkK_K8eCg4LerQv_WcXqiabYYS4X,fh5RJBzZbp3WgaybEDCyOsl-zuAhS_qB,1,0.236,1,0.145,1
6161,UqtCwSnFvhWZDCO-Z1mcG7uN-U42ybWz,dYZ1tBtgKAUHovqGqxrvXAsGnDXpuISL,ny_jKRTNTAFO5ieo73hQ-XhASA9aonHj,1,0.337,1,0.145,1
6162,9PdFwB6hfi17sO2gJHieZgaGfoDcYNcu,2PI7D8x9BD-Mhs8AfvX8M9Lrd4y3cI4g,4w3mO64i2HpEWk2KiPV51vh6rXS-jaeY,1,0.133,2,0.145,2
6163,pqIKaaczN11Sj7DDVp2C0sfymeK5tff4,74jHBG0iCItRowAoFY0eX3v-vHSt7VHJ,97_XVW-LvC-aNME9VShpM7zPemkqOm6H,1,0.207,3,0.145,2
6164,QJIiS6dO3wkGrRF5D-APwspEip-Tg3dF,jnmfOu8_loqpC9V-1yOXjiOHIYYz6FZR,Lbcq9Wfs8ow9dFprmzIyy7iyXwbC6xX6,1,0.44,2,0.145,2
6165,XK2ldcKhVC1YMOoc1Rd21GAEHdQSBHJN,7hiomg8-Cns99KtU0dQgzOZhNxj1c64-,ctaJNTqTKoQ3PbW_7mhWFolWGcAhoI6z,1,0.096,2,0.145,3
6166,SUA22NszOjji_YGhEpMU5R160URB6JNA,8fLxL1NhcHD-P8kr2DU3fGZEqVLFjd9I,csOHveguIAkj0fIO5oszdPUY81BPclzb,1,0.705,1,0.145,1
6167,3-YzXpa6zBrFwVbtnQbbR35nYDLlh-5i,Ev0B7g8D30xHU_cZ04G8OjYDgLgY2hBQ,RaQfqnlflpyOEFjXGEMn9HIWDAgPdPHK,1,0.216,1,0.145,1
6168,EMIvhZN1nTKZhMQ2uF-gyeNVvMXbT0Pp,Pj8opk6swOBgd1WlMHZTTh0sFlSA61jN,h4xCICaTeCY2_3QesJF7Orn_xrhUQo6H,1,0.502,1,0.145,1
6169,3eMMKAqLJqlkOGJbcPzE0rVBSyxRgisS,_ujbGGU6nO-_8eju0SZySa7wrj_8-sgA,3-w6zcMUkUDj6tELAd-gJ7ECbvvwryoh,1,0.143,1,0.145,1
6170,Bmg81shg47KcZHIEL6s7w09RnbPK-g8L,ui2miZNkLIrSYFuQ4xwjb9NJQA88UFMF,FD4RZlV1N2UrveeUdbLNgo7Z-OJ-DS0V,1,0.457,1,0.145,1
6171,4uVh-edYVRJlYNwCdbw69G0znkHnSerA,5Vj0Aemhpyesqj_AwXnMknKdIZ-w0yVG,DDjCZzGlIV4cjtH_P4itKTAs-ikmCOQo,1,0.118,2,0.145,2
6172,CrxQVPe32tfROFHmVOaNbI2OftUCSPaH,0r2lRkhlABuKdd6l_dgLgHKmYFzSVVnv,lv3qpcjeV9SWZzNcyADGFdARPRywBugr,1,0.77,1,0.145,2
6173,Mr3MlkGYC0QHxjKeWcRl0kXjXvVt5ebm,VO8rYAY1fN_YskOyUpeAQKHCcl6SS90L,p0uRYdmBybhJMV_q2YN1wNa2dsknILXW,1,0.013,5,0.146,4
6174,OU38EhUfVgNwZdMNZItYgtM87IsvXTp1,fum0O00UoHlGK3RGdSGehEg5CHqiTDjm,AelBNq3B7fvp3nDid4JKPLwR8NgDO22Z,1,0.129,4,0.146,4
6175,zRT8cMX3wzlakTLsAKOjNydIaI7exzpl,u_v4x4rXZL4ipLRuzlQmiDPGZ9d4f2zV,zSdVqpNmwL7q4MGjC83MhA7V2B6U5AzW,1,0.413,2,0.146,2
6176,qQhfv81FySw2cCjQbYCYgYdhOKs2ptV2,gIFBeH2yuQiEevc-4h5at2qq_JvkclGC,OinJDxyHIgcFuidrwY8I-PpGh98hb2LH,1,0.071,1,0.146,1
6177,t0BWSWpU6EyfwUvyBLlEXqF1zxqitxxW,SVDG_cfoBC9kilKnb0Hy_kZS15gjfxVT,nAMmSHuTnQIDkfrLZ2CaI2BonCx65d-I,1,0.403,1,0.146,2
6178,xxiu7T9AojayhfVEfaJ6Hawei9c-UDWS,ffO2hk7o6PIc0zlGy8fGTgqUvz5ZY341,f-oLfx7IvCjewiID7qlH_acP6QwbxtF1,1,0.516,1,0.146,1
6179,5nw2DCufcZyRawYplielZUYeVW0Xocz9,dxjcWZrBBJuDY6dl60ttzWkiWbf8SzDn,QBRu7ehLMhpgqGh135_JLRJrLxw8f_6j,1,0.254,1,0.146,1
6180,_B7PkWNFqLtDrQ6SvC_MU4unwLA2ZYLk,pDnHc62RPQi2lIv8dz512H4GX0JcXY6G,UqPygn8YbtEf8zTv-KgB_9SfuxHtbiBB,1,0.037,1,0.146,1
6181,JuFqOP39Ia2e6CzDtStO8vkMvPcGMIou,prbehxgceS8vMVzU5gnIaFvDa64MpTHl,_t0d0YhEdimJMQGvgvKHeL6wec-W9Blc,1,0.648,1,0.146,1
6182,82RNn0EUrshfkFxT6mxJTMEarki0focv,bQJoCgsZV03XZhumKKt7TFIyeRX4Y4VS,YamiL3mcSGvor-yJBdI8T2g8c_bsKWrt,1,0.326,2,0.146,1
6183,hAlIyfwPHq5wpWkbAjEVXMOA1zNsyBmf,SzwEj7brImk3jXE3wqrkkF0D5kWQVO2N,Pg10j8MjKIckmkIdRsEqTBhG1gLjuatB,1,0.054,4,0.146,4
6184,4hKuh3L6Ax-VRHKuavzc0EJaCuZrlO8h,7ZGkxPM2Frlp1uffNDeuQBIXQo0ODC2Q,p93HoT6_iRrq6iqlchm_5EijkPzfMwBo,1,0.147,3,0.146,1
6185,_-Z8UE3m6y0VW_dzuviN9G0SLcnWC0Jm,ym-huVGobWamV3rP5226bjpHrRIe2AHZ,GJc2JjxvQhl4eFXrXUrBo_m5vJsKq3h_,1,0.119,4,0.146,3
6186,X7iXY2QVr-DYgIzNtdPS84iT5D5TeI_T,nrEvN37khQQSQ5ooRar_YXMXOqLa_wpJ,EJ7ILSmi4QocuTbio43IDYCDXhV_eTPG,1,0.559,2,0.146,3
6187,hPKSNnDi_XVIXc88CK7Lnei9EvhxlqOb,78EvKXpXje1H0hCMEq7ZppqUj3oB84af,YH7J18fMDzLG_2ClbNRn-qc7FEd_wMnO,1,0.196,1,0.146,1
6188,085IDiqMy2IxIrSS6Y_ZaohrbIUOi70D,gE3XMqmkAvXVFmuWYTH6Xhl4pzUZ9sAL,-q9sV5w9VJqBzsYACulLqrHx_vB0dnRB,1,0.372,2,0.146,2
6189,OyZbDeVNKLFpTfS5HeNLCBzRPDXStsbA,Yiu2MpMsCHvumQ5HcSZwy3_1EI7SAov7,J2yDjLP9wohxYd1DcL3f3t81FLNqiJSL,1,0.153,5,0.146,4
6190,QfCIH5Ahw-dBURLS8_7tR0p1lhMZWJCZ,nVN2mWhQ16jj4odly6R16KsBlQjRtmfT,F1Wu2KeMgziAUH6s0Vu1t4y5vkH8ZyhY,1,0.434,1,0.146,1
6191,lL7lBhNybmBtwUaNx-86m1Rad8h5_Ank,k_Bznh3spK3E7lWCGwMNs4y0B3eGsWMV,8Esemg-E15ZzMjHfJnUO2rNl4DnN-NiY,1,0.164,3,0.146,3
6192,cMXLCnORns9g18Em_W84Pd2K_Rphlgkd,yc3H_gdOIK1RihCgO3hbZitxbTStmmBN,uSADpVe9plNgCg5kgt3GS-XkbCUGJ2_J,1,0.067,2,0.146,2
6193,9joUq_HIIAFG14G0SsjBUK7e3w0DeO57,tK9Mk97oFx9lOLDX1rZtoTq0-R1F9VDP,XHEj1D2qnOewjv5WcXDRev5y_Ede3sVY,1,0.25,1,0.146,1
6194,5UeYySwZQGM5A4svrNAmnkhF_QWvbOY3,x0oQ-OMNhOGSh3lsvSqBD1ltLQAOL7sp,cynQf84iayLWTKJvkQIDOvpyozWrH6Ed,1,0.374,2,0.146,2
6195,KGm2B_qXOmnbS4jW6Q1JCAP2zevjdUj-,AK60TbkPKJQSpXhnaQ-ErjonpTz04jUa,QMueAoD4ZwOcY9n_yvuYIhPOXZ25E8h5,1,0.705,1,0.146,1
6196,qBJgtotoDfuoOyP9PqzAM1_D1CcGVKQH,9yIdvmf9CMVsEN2U0x04963H_-_jxK9E,Uzc1CcSwRuwMyki-aj7Ax_xDf1SDVCYn,1,0.712,3,0.146,2
6197,ISwG80yOTBuPf8AoDjLEZ8kqclkgGmLG,tj7UMriv41NAYSMXDh0x2V-ZAuVlh5TX,CGl2LRScWjHEZHGzNYAOvr9nCpjOGEiB,1,0.023,1,0.146,1
6198,gbyiTA5fro-ZrSZuZXpuB4Ue6CqdtfhU,-HjfuWReySAYVBWe6jRkUnkgDVBWatdI,WyPDbuPDNeXwEbQcOjiyW9gJuOS-VQqK,1,0.347,2,0.146,2
6199,7Osig_10-UMUBeejV_FfatZbrwj6MHyz,M0k-uq7HU46uI1y63mOVbNvBIqXieyNu,gxcR2Ob6mDBRbIoIMEUcsoqP29YKdla0,1,0.513,1,0.146,1
6200,3x3THyL-ycJqrY4bMg1theh-Qtoom_vH,tSqQAHvEKey_HXvgEa5g-3iKmTL7Lz6P,Gu63V87jGri2HDdZFp5AvolLtOc6Mnb7,1,0.03,2,0.146,2
6201,vvclg-eGrKQY-dIDmJuwbRfAUrkWuYD-,Fn7g8S5yPjSAQ1txcApTn9ccmvZNhp7_,qa_6GENfvoD2eMWLiUQ8ScB70HqXdxUD,1,0.003,2,0.146,2
6202,OYOMn7PZP9gh7_S3Fhkem7oFZLO9FDqm,GqIweDJZ4rWwWuB8P3YFKei8vmcCjOd6,Wt5bIEIE5hL0JEQy1QpQi1ErYJmBxfGm,1,0.558,2,0.146,2
6203,xVPxJKi5p4RL2rb8ubWSWTikSI6UKPZR,JeU6VKFPNLlFY04ygV5fH1YlzoOjoUfc,I4dxGCLoykWdWDxqZF9AX36d7XrxL8Yj,1,0.89,1,0.146,1
6204,LfPTavXmo65i50QAQV4dLcMR0HI-FRQH,Ipj9WgqfiyjW0cCT8olNmH_AHDGjofaf,OnnVxRLfQXkn2C8oIO038nJs5aN7fKfA,1,0.453,1,0.146,1
6205,K57y6RexxftocYBRAVLod0bxBmOOdDfY,IFYgpcpue3flTzOkfD_WRvxxz56NXAxK,KF_dLHXWyea2uKnk7Y3Reg3liawd6rg5,1,0.127,2,0.146,1
6206,11U7_BO1HDBlX8URpk98Rt4f_rMZCRlh,aMx0Rvk7-0CsoD3yPT8LMIbezeDu-e8f,AmW6IdOhcczGCzGkhz6tALkCNKKmb6Fd,1,0.242,1,0.146,1
6207,wgbrLbGcIIBdlRCAQPXHXCk61mSjUi1e,bUP6aTsow8RqUiaBnau3mVVKHWHa3Brj,Uemh8DTtEg2P5BiT46KtMKBq6MqaV8sU,1,0.023,3,0.146,3
6208,mfwteQBkMrst8X0YhGZqUtFZkqDKVtoa,uOkATzHX7Agc06jRykRKjAMvTBn7Si6Y,d95xEXOeVrVc76sefuadUzbLTQNmoHMO,1,0.456,1,0.147,1
6209,NA055ULg6xWCUft0iKPFA2Vl1C-gaqmx,RIgX6lSf_hH0xqbpSwjnHIrrfZkkKXtk,eU8hgAx_1rbArH9B2zDM_UH4R7J7RNU3,1,0.228,1,0.147,1
6210,qKoHVzcoBEQhvAMKBdmBAAto6_EjnEnr,2elk_bPAqksOIuaL2tE5AVbuzpaBS_JX,SJbtqOd_BlugvsXSnfI5IyKdPXUXTFyP,1,0.337,3,0.147,3
6211,JHdF1PUBadYqSWOTH-7_E6Qv6I8JCsrC,ZC0K_xga9vJxAjD0vn0bRDolixKd9rhC,u29h_Pj5ITEkXZY-jR4rr6R2p6_Ch1GQ,1,0.422,1,0.147,1
6212,9Yz3lmEBI9wg7QSJzBqmdcUedNuEFZWQ,oFulgzdtlSoE36C1fJTQhBazZxX1zHOA,V2tGqvDJcxTGoCJEwkcmuxZn9Skx8oVH,1,0.233,1,0.147,1
6213,N79wFJXzLERKxDJD8XElTwNCaO7R4dbw,eWaK1pmcotwldPip6SJV2yOydqeu3Vsx,TLUDQOzhV0QYUYFsRUFKJljlcoNOG1de,1,0.479,3,0.147,2
6214,lrBgKLIX3fBTJMk7pKzAyo8VqzScUvmC,6mNPF1CvHymTpoaMYAbhnqRUF8MMKDDU,gvoU3fJhZjcSHQe6VVViXKsAdETWLa8T,1,0.05,1,0.147,1
6215,vM1_5b5b_MHMepsNIqdYNnCXTiyd2Su4,vA_llCOy3DBbF7tvr6QL5dUZhdCaZ-i1,aevQx2RkxpRPk1gtvEabdK6KCaoc-FQy,1,0.511,2,0.147,6
6216,s6JtYnCuWP-ixGVroM7dhN_niytEWWjL,bUmJSa0R3HLv-H1-YpfoG9E8tsF1UY8J,qjI3PKpNjtMfa254L2maOtfXg6N2CMnN,1,0.432,1,0.147,1
6217,Yzg9ffuvlWGUQVv11LmcmBzlf9gBbTsD,U7tsRCP8SYYS8TrLWZe-i_D9j7sFqrK6,gaY_iuH2mn6vFRePym_YFmjeOjEDYFHf,1,0.69,2,0.147,2
6218,nPluOR9qov11c04Sq8f3MA8j3GX_2-kZ,8C9b0-cA7ZaMsp1eHfoEHppecrgpBji9,Mt59LQbJW2Ssx1nD7AvoaHj56CeukrVc,1,0.37,2,0.147,1
6219,6DWOunMHezLf-eCavMouFZB0sNQ1VE4d,0Cdtk8K1XrxLUe-BjgbG9pgXCFkrQgFU,M2y778Jdc3j5gdBdS-mD7EidOonXO0t5,1,0.028,1,0.147,1
6220,4_3RlXwQpxgHuFJJ5kNurt0aleKqXDPf,hOoYtv8JAURZ2mdsK2d0CixSqzA-Etd2,BClDG5cltcXV4w666kF8-NGDjU8yjL24,1,0.563,1,0.147,1
6221,d3utjrDlAV96SnWlk79kCNyXd1sFyq-Z,ToWc_m15Q9JHdBIaErb7ukoVuyMj7sTR,p9I8MSRAoyJhd7Rm3sEZXwAEdBn4PcqF,1,0.118,4,0.147,2
6222,VHINYIk65syb6S7u24ZdrVjD3zzRj43e,IEQcKDL-QWsF__Ib0VDrUKGmh8yf4iMA,alSfVqkv7IHrq4pQlGI0wKOEhjFy3X0e,1,0.441,3,0.147,2
6223,h0HyCJeeoZnd5_0_ctB7nKlkUuiVrLi4,qGBrz35iPNKYBtuNlPDmGy2M2zpXAJJb,bmpz4138yWgcCKZA-8OHrQmA4vhYEznG,1,0.692,1,0.147,1
6224,dDyWlod2M3eEOKfSGKbX_wrAiyvTYIzn,wGtV2qe7TExQqPNuCyIgIqop1DxhFxBL,s5LLKvYLU7uYOg7gbKySgx0Sly3EBe0M,1,0.126,2,0.147,2
6225,wdYSvqCDJg45uufCLk3so0pGrb991nu6,888b-hTHNY8p-7sf4G5DK71VTOwPynod,aAFnBnlSdvB7qQaQTY0d0ogq8pZr6XmW,1,0.286,2,0.147,2
6226,cwom9kIFTSTCbLfFXK3YnuQfRpkhZxdJ,kJ52S-_gDbWNeBqae2IOLTzmu1e0yRtx,9-DRSOz_O2G1TmlgOZIU3jcdXsfuo_CX,1,0.426,2,0.147,2
6227,7_bXivoI2tRrBk2kSmK8ZGkcPXAQWKQ_,1GSR3uWTUFaLqJnXvycmAITFTrdWipv2,Cio7GDlvPNjmxUb8WdZRq0TNXxBiq3CU,1,0.348,1,0.147,1
6228,0PuWtTIvT8iJmZ7P_cA7_Zcb52plkn05,inUEKPrjFpWdXELxMiM50VG-KP5KCQ7H,RFh3R-bXBwA2R_Kxf7vUPW-QoQD_Zyhc,1,0.256,1,0.147,1
6229,KN3o3JdOXkfCu6-W79gUWvhV9-f2bNqL,S3pjg0eh39V4XDN_Y4MJnNnVOP0qGgBB,Bs5ZmkMYp2Zr3RT2O_hJkO3u5Yyxwgvr,1,0.193,1,0.147,1
6230,uVC2QNtHwxQ93tc7XHb1R_CIq6uUpgPu,oqrPZegCV8jUGqhQSVYdS34XQgCuIPXL,fuVdWOPUfF1BQGEivtauF5Owpstq8pI8,1,0.322,1,0.147,1
6231,7nVyZ_MC2TCJnutSZTkewqhemMMUVYVe,eFg8jrcaXJCvxbnDDTAnLjPLQbVf_jEq,xOnS1fl4oQz1iyCmFnDf6wP0FRQkYxMQ,1,0.59,1,0.147,1
6232,UBo-tHsOCh2dY6uVBomu-TLuHUbS7qxI,LnFCcCShv0trDqQL1kHDRhoLkjHYnPBI,t0ThhU_d8JjgF2R735zbFiNXyidAbc71,1,0.034,3,0.147,3
6233,0y25REYtwz1mGcJsXrNB8SzFlgPgIIsg,lEhYwri8xzyvW2aThH6YgmCggnisKJiD,d-9uSunPwt-Ha4eMW29k2UG0qAWkH-Fr,1,0.0,1,0.147,1
6234,34X_dWLt4SB1t1w4t7GcogSQya43eKUt,KzQEU7z0lxgeMYkIG5IjUXuo66HTTfcj,gdfYVwg3a5HPH73dX-CHo4o_lkn-AM-9,1,0.752,1,0.147,1
6235,m0u8wF1cid_yUs4EG34dD-tTJWAWKSzg,y1MIovq33yyccmgNaLVFUbEMYMY_qJUI,YKtZWIzNMe8TGql241suDyfL_FSxONKw,1,0.393,1,0.147,1
6236,jtuEgJBXr8_Mu4KsidmVDls3BVj03C2B,4NKGYklsF0MxyiLPGEwhOyXgbw5Mjlp9,RuTJqCfhw_f1AcmfTwZK_9eHzjGtgWZo,1,0.113,1,0.147,1
6237,noAQCmLjmgLgfWrRDWXS1FnIOvfb_WQ5,ZqG7W5ldFy-UCgOhHJmNOiw1XX4t0uel,njTsheve-hmwshrMZqZgrmUUYKYz19ao,1,0.461,1,0.147,1
6238,wK3HmA9R-nBpkbfCSRGCnUk8ITvuqIl2,2AvQmLfcuc6XrUa69w5e1VqU4JA2SZh1,9rZesDKT7rruiCAWZZw7Ozw831Ec-Brc,1,0.077,1,0.147,1
6239,6kNgWn5vTMAYZHXXfi2wFXZ1dzWpiajR,HUeFJ2CxkjBjHlseO2__a0KnjxPfcEvd,39U7SssS53AkvQIse216aOOPKsa7aet7,1,0.072,1,0.147,2
6240,4NZx_6cBr2sUlp_SZqzmN_seWV-2wga3,7F5DNABx7biCwxNgOt7kNQIqy4VMM-P0,RdNC0TXM6K3OehFrZtHGmjPjWCKR_4fD,1,0.892,1,0.147,1
6241,aZwJY-V_hKG0mRXPV1yvvXT056IxcZNx,KWLyokgXtZ0zSbbcTKjoYSluIJ4By6m0,t8J-NIVCSd5Rhy1xOpjXOrNXRDHpjk_X,1,0.229,1,0.147,1
6242,LkNMHpJWbL5B8gKgTA5tBkKwtglEVPB5,gdfLAaxO6Xga3FeBQGTTgUNhiDetn5RY,k3pQ-V1xGB4pwx2tB715db4p16BAADjz,1,0.74,1,0.147,1
6243,1rwFvlftdjTVlRFz456btifkbrSM-Efe,gbqz0x4rTdbzPZ7dUZa4HKLW9qd_Q5L4,yGlhAYJVhpipBHncgQRDf3x82MP9wcnK,1,0.416,1,0.148,1
6244,N9z61iyS6ecy9rqbaWVq0n8kTpLiVI61,lOmiwbudwBlKT6cqZd-eyawrvTDFcddF,NUvgHwgwYRJmjb5_UcxQkrvs0IEEq1bU,1,0.136,1,0.148,1
6245,NcO9iY7Y3tzzBlDixX3enKflziJkCH5O,OHQ-N96PfqHfCLgWiJzifdMwRq45hhJ6,KZw-l_NvxfMl83_9laHNY16_ycv8Xw-z,1,0.084,1,0.148,1
6246,MS4T65wrRGik6aXSwZCbsG3yX8PVUeuV,zzF_yd_CKQom_0IspZRcG0fyhRg7yI5t,rl9jSuu6qU40CLneGo2s4Qb-UhquZ4Dw,1,0.535,1,0.148,1
6247,17xJVbEeHOlwGbo3Lqn6OV7STbGqVZJP,UDencR1xbi4FIa_gmDqwY5C-_NvDIG1O,r4MSwMTHcIxuhvnSVanT5p0mthkeMtH4,1,0.091,2,0.148,2
6248,ImrTWllMW7gGOkiQAgaj5wFQITUwII6p,NjoNeqhfZQHbhjxTq48F999PKuIVpHzs,FIXuhejxJitze6BmqARUsw6NmX86gPQF,1,0.257,2,0.148,3
6249,vEFnk8BQrPglkkwk4NclodPlE_jEvvuV,ff7EUowME_cUwziOD14pOG6rKYZc2cWo,8plpD9c6zGoJL0zqDN0jlEO9qQexyRaN,1,0.089,2,0.148,2
6250,59W2sC7Ij4z39-pqvhM8hHr9tEzV9azj,b7D92f5cyyhrLfY7h6MwFr_JlJiSuAkK,qh1UhXD30b1H07g7scvvk-AhJFNxrd5J,1,0.106,1,0.148,1
6251,piocl7Z3krG6Zfg4mm3lamyTdcNEQixw,8wzCmDq84F5C59uI1tboGBPFPJus68w_,fQVaFlC5OYLLeB9WKWW_jRtz0TQsgVlx,1,0.765,1,0.148,1
6252,180R4CqbrxqVOHKjRz3i5-2zUujUqMDe,AF2N0QM-xR9IPbpqn6ygEpKx15-TCejK,C0wxsfmIr7LrzlqXMfS-mWKhI7EiQulC,1,0.454,1,0.148,1
6253,lo5Mxr_-Zn7PyzZ6moxUblaH874yvypX,i79K3nMvY5OD40rXOTiEbctv0YJDKGX2,sCVQCv_y1ZFsmUargcY8aaHbNkMo3M1V,1,0.032,2,0.148,2
6254,MlO_42DweKT1t7sPSOHdSeRQbdayPy4I,iu5A4sPDP-8jnOnCmLl9FDIt72DhoWsi,iyIGcHZv6QgLzlqYaCxMgqRFhRM4gVHT,1,0.272,2,0.148,2
6255,PTTLAFJX96Z-2NjBZjxtC2Rh_fi585d2,ss6U8QkRv9a87xqKaFgypIz6FmAXFIHA,CrHSFuexJHV3gTgGJQ-w2OX4huGgDHTL,1,0.321,3,0.148,3
6256,mKHSWlr0sj85mxPZJFUP_SBqzJu206sO,1Anzcu7Y307GnUHOc8lJuTSNTurbm8Vn,dRhPGfLns6KB31-lqNmGb2ue0z219mlm,1,0.138,1,0.148,2
6257,u1yYRvU71sf5wcJLT2ZZWVL6YnuORkQy,Sg-HgBmrannQJVcLSyQ4_9SKmtoI3NGo,uMae8N-XA6I4VDGG4oe5KXI5tXN40374,1,0.118,4,0.148,4
6258,AY57F8b76BDkaWLvtcBk37juKIcpVW1g,V7AK_cjClxlAI7AIp_LuCgtB1Eog0GWS,QYtEMhkwXLt9Fc62GbzE9qsmaXjPSSdX,1,0.376,2,0.148,1
6259,cBXR9ROgSgT4ZBiXOUthGRa9bRLQYZ4_,wQgiwCPwwHFPASF5FkyHxASwSLxPaHSJ,zdo9Zdorzl8-Ki3v6J6Qr03DnDcckJ9A,1,0.011,4,0.148,3
6260,78JCuTyBcTX1GkI1mu3PWz6vc7CckvCv,_UxqmjP8WpaW69SzVdtTeCznsfWt9CSp,6xc9MEcx5Q2GRQqZqH7C91POCbmQt-T8,1,0.115,1,0.148,1
6261,MXRpQKUtNpNpdnAllTPWIapDeQa0_o5j,0xpbvwa8q99z0seAPSNIVyqVzmvxRWia,HC1T6XPJ04m2Jj-eud8Mj_KK76pr5A7v,1,0.33,3,0.148,3
6262,amuKSOPWbZP0KtIz8BEnLcJSc5i9wG4f,v1C964NYvVPuah-SrWYmzyfaTbfdlqQ3,BPtnIjhNPPYUc7VQMxWNwEEwYj-m-oaX,1,1.076,1,0.148,1
6263,gpd_nqQXW_H7eyr8l5pKQrQHaLo-TXJZ,tXEJQAZxCFl9HAZG6nOyFA3uCYpfXiW5,3qY5U8ehie1pELD_5tZCJ8OsefL9JGjd,1,0.203,1,0.148,1
6264,2QON7hp35BE69DuAyiwQIbwE2VYi2vR4,Y0XJWHY1oyVitP3u6Tck3ymxzt3whqIe,yzvhMGoXsKwueK5SvvN9yb3n5QCGd-rr,1,0.086,2,0.148,2
6265,lRGbvqxbGuiZheCbyPHVzKidmV7gziw5,6o-75zahwJaNsO4q-oImUhPgOs65MN8y,ZmKZVps3BPCXnWJ_q9igS6NwQgHHVOBN,1,0.115,3,0.148,3
6266,fFYOomiU_gIAeluCxRV0X3SXHjLcFfMf,0H3fUCVj6httAoL63GSG5cUvWSH5crxP,P4_9_-UVfNQEwI9T8nY0lMiJ-n2zcipg,1,0.1,2,0.148,2
6267,qfiUZryvGcRPdMj4KG0PjfMIhi-ft_lW,WquddPE3F8tf5YdRfjFrGp2l6jSoZ05O,OGGgcR7nYmn5C0tovvxPsfjSaHJCw31P,1,0.854,1,0.148,1
6268,4jDlnAOeSfM5NBu9IxejRl2xEkFbfbx_,vMhbKEu0byYuPKeX2WefRppPJHvS1kMV,meinzUzQgA8RjR0hjAn0eFr_r1j8M3YC,1,0.028,1,0.148,1
6269,ZBkzitYNlojK-aT0IsftzZo4_RE9MALD,OH8IdGmrn2-_lgJ-JaqPattfb_-qb1QE,ch_5-W-39qdKoBCuW-eXKPbXQfmgjfA5,1,0.12,3,0.148,2
6270,ONONoNyVpzJoxu9fJLC6ceJaDLlpdWAM,MmJQEOqiTMPd0vR2D3jLsedvCOBfnKzH,UKxxTNEA7q4lRGouk0ilOKEPJwD8WAtb,1,0.169,1,0.148,1
6271,GbWLWjCp-rqQMHHxjqIQnsob2LCjUhw-,P0zeRjgAoiwOZd8lTVLhoULblc0mVxe2,6PBhxjgRW1HCmudmHpt932V5gSqY4MBG,1,0.188,2,0.148,2
6272,E21vU5VmnySm7CtbkY_7jHDFDKKin5V-,THhaugpuCHp3m7aCY1bS4SGBQ1dCmsCK,tH7ZxA_Q0TK_y7ch743pJMjm0wGoQXwb,1,0.96,1,0.148,1
6273,mnzVY-eVy8LikGiixZPBjZEgEdT8Mi9w,ZATBr4OcVQeqT1fueaRs1i9rYtwLu2pQ,6-4yTcknjv4yTQjPTL-LDt19kgW_EB_S,1,0.187,1,0.148,1
